post_id,creator_id,title,post_type,access_level,minimum_tier_id,published_at,is_pinned
po_00175,cr_0004,Update Post #175,article,patron_only,ti_00008,2024-04-27 00:00:00,False
po_00176,cr_0004,New Article #176,article,patron_only,ti_00008,2024-05-11 00:00:00,False
po_00177,cr_0004,Bonus Content #177,audio,patron_only,ti_00009,2024-07-24 00:00:00,False
po_00178,cr_0004,Final Piece #178,image,patron_only,ti_00008,2024-07-05 00:00:00,False
po_00179,cr_0004,Bonus Content #179,audio,patron_only,ti_00009,2024-08-23 00:00:00,False
po_00180,cr_0004,Weekly Newsletter #180,article,patron_only,ti_00008,2024-09-27 00:00:00,False
po_00181,cr_0004,WIP Preview #181,image,patron_only,ti_00009,2024-09-24 00:00:00,False
po_00182,cr_0004,Bonus Content #182,audio,patron_only,ti_00009,2024-12-06 00:00:00,False
po_00183,cr_0004,Weekly Newsletter #183,article,patron_only,ti_00008,2024-12-01 00:00:00,False
po_00184,cr_0004,Bonus Content #184,audio,patron_only,ti_00008,2025-01-10 00:00:00,False
po_00185,cr_0004,Weekly Newsletter #185,article,patron_only,ti_00008,2025-03-03 00:00:00,True
po_00186,cr_0004,New Episode #186,audio,patron_only,ti_00009,2025-04-09 00:00:00,False
po_00187,cr_0004,Bonus Content #187,audio,public,,2025-04-01 00:00:00,False
po_00188,cr_0004,Final Piece #188,image,patron_only,ti_00009,2025-04-05 00:00:00,False
po_00189,cr_0004,Thoughts on #189,article,patron_only,ti_00008,2025-06-07 00:00:00,False
po_00190,cr_0004,Final Piece #190,image,public,,2025-10-04 00:00:00,False
po_00191,cr_0005,Weekly Newsletter #191,article,patron_only,ti_00010,2024-01-05 00:00:00,False
po_00192,cr_0005,Update Post #192,article,patron_only,ti_00010,2024-01-26 00:00:00,False
po_00193,cr_0005,Exclusive Sketch #193,image,patron_only,ti_00012,2024-01-15 00:00:00,False
po_00194,cr_0005,Exclusive Sketch #194,image,patron_only,ti_00011,2024-01-04 00:00:00,False
po_00195,cr_0005,Final Piece #195,image,patron_only,ti_00011,2024-02-15 00:00:00,False
po_00196,cr_0005,New Article #196,article,patron_only,ti_00010,2024-02-16 00:00:00,False
po_00197,cr_0005,Bonus Content #197,file,patron_only,ti_00010,2024-02-18 00:00:00,False
po_00198,cr_0005,Template Download #198,file,patron_only,ti_00010,2024-02-08 00:00:00,False
po_00199,cr_0005,Update Post #199,article,patron_only,ti_00010,2024-02-17 00:00:00,False
po_00200,cr_0005,Project Files #200,file,public,,2024-02-14 00:00:00,False
po_00201,cr_0005,Bonus Content #201,file,public,,2024-02-06 00:00:00,False
po_00202,cr_0005,Update Post #202,article,public,,2024-02-22 00:00:00,False
po_00203,cr_0005,New Article #203,article,patron_only,ti_00010,2024-03-20 00:00:00,False
po_00204,cr_0005,New Article #204,article,patron_only,ti_00010,2024-03-23 00:00:00,False
po_00205,cr_0005,Weekly Newsletter #205,article,patron_only,ti_00010,2024-03-17 00:00:00,False
po_00206,cr_0005,Final Piece #206,image,patron_only,ti_00010,2024-03-26 00:00:00,False
po_00207,cr_0005,Update Post #207,article,patron_only,ti_00012,2024-03-06 00:00:00,False
po_00208,cr_0005,Exclusive Sketch #208,image,patron_only,ti_00011,2024-03-18 00:00:00,False
po_00209,cr_0005,Weekly Newsletter #209,article,patron_only,ti_00011,2024-03-15 00:00:00,False
po_00210,cr_0005,Template Download #210,file,patron_only,ti_00010,2024-04-16 00:00:00,False
po_00211,cr_0005,Thoughts on #211,article,patron_only,ti_00011,2024-04-07 00:00:00,False
po_00212,cr_0005,WIP Preview #212,image,patron_only,ti_00011,2024-04-13 00:00:00,False
po_00213,cr_0005,Template Download #213,file,patron_only,ti_00010,2024-04-14 00:00:00,False
po_00214,cr_0005,Update Post #214,article,patron_only,ti_00011,2024-05-08 00:00:00,False
po_00215,cr_0005,New Article #215,article,patron_only,ti_00010,2024-05-20 00:00:00,False
po_00216,cr_0005,Project Files #216,file,patron_only,ti_00010,2024-05-06 00:00:00,False
po_00217,cr_0005,Weekly Newsletter #217,article,patron_only,ti_00011,2024-05-11 00:00:00,False
po_00218,cr_0005,New Artwork #218,image,patron_only,ti_00012,2024-06-16 00:00:00,False
po_00219,cr_0005,WIP Preview #219,image,public,,2024-06-03 00:00:00,False
po_00220,cr_0005,Project Files #220,file,patron_only,ti_00011,2024-06-03 00:00:00,False
po_00221,cr_0005,Update Post #221,article,patron_only,ti_00011,2024-06-18 00:00:00,False
po_00222,cr_0005,Final Piece #222,image,patron_only,ti_00010,2024-06-24 00:00:00,False
po_00223,cr_0005,Exclusive Sketch #223,image,patron_only,ti_00010,2024-06-05 00:00:00,False
po_00224,cr_0005,Bonus Content #224,file,patron_only,ti_00011,2024-07-05 00:00:00,False
po_00225,cr_0005,New Article #225,article,patron_only,ti_00011,2024-07-07 00:00:00,False
po_00226,cr_0005,Exclusive Sketch #226,image,patron_only,ti_00010,2024-08-24 00:00:00,False
po_00227,cr_0005,Exclusive Sketch #227,image,patron_only,ti_00012,2024-08-12 00:00:00,False
po_00228,cr_0005,New Artwork #228,image,public,,2024-08-21 00:00:00,False
po_00229,cr_0005,Final Piece #229,image,public,,2024-08-03 00:00:00,False
po_00230,cr_0005,Resource Pack #230,file,patron_only,ti_00010,2024-08-19 00:00:00,False
po_00231,cr_0005,Resource Pack #231,file,patron_only,ti_00011,2024-08-25 00:00:00,False
po_00232,cr_0005,WIP Preview #232,image,patron_only,ti_00011,2024-09-05 00:00:00,False
po_00233,cr_0005,Final Piece #233,image,patron_only,ti_00011,2024-09-16 00:00:00,False
po_00234,cr_0005,Resource Pack #234,file,patron_only,ti_00010,2024-09-16 00:00:00,False
po_00235,cr_0005,Bonus Content #235,file,patron_only,ti_00010,2024-09-12 00:00:00,False
po_00236,cr_0005,WIP Preview #236,image,public,,2024-09-22 00:00:00,False
po_00237,cr_0005,Bonus Content #237,file,patron_only,ti_00010,2024-10-06 00:00:00,False
po_00238,cr_0005,Final Piece #238,image,patron_only,ti_00010,2024-10-05 00:00:00,False
po_00239,cr_0005,Template Download #239,file,public,,2024-10-17 00:00:00,False
po_00240,cr_0005,Resource Pack #240,file,public,,2024-10-06 00:00:00,False
po_00241,cr_0005,Resource Pack #241,file,patron_only,ti_00010,2024-11-06 00:00:00,False
po_00242,cr_0005,Thoughts on #242,article,patron_only,ti_00011,2024-11-23 00:00:00,False
po_00243,cr_0005,Template Download #243,file,patron_only,ti_00010,2024-11-28 00:00:00,True
po_00244,cr_0005,Weekly Newsletter #244,article,patron_only,ti_00010,2024-11-13 00:00:00,False
po_00245,cr_0005,Update Post #245,article,public,,2024-11-10 00:00:00,False
po_00246,cr_0005,Project Files #246,file,patron_only,ti_00011,2024-11-16 00:00:00,False
po_00247,cr_0005,Thoughts on #247,article,public,,2024-11-02 00:00:00,False
po_00248,cr_0005,Final Piece #248,image,public,,2024-12-27 00:00:00,False
po_00249,cr_0005,Template Download #249,file,patron_only,ti_00011,2024-12-01 00:00:00,False
po_00250,cr_0005,Final Piece #250,image,patron_only,ti_00010,2024-12-03 00:00:00,False
po_00251,cr_0005,WIP Preview #251,image,public,,2025-01-05 00:00:00,False
po_00252,cr_0005,Update Post #252,article,patron_only,ti_00012,2025-01-03 00:00:00,True
po_00253,cr_0005,Thoughts on #253,article,patron_only,ti_00011,2025-01-13 00:00:00,False
po_00254,cr_0005,Exclusive Sketch #254,image,patron_only,ti_00011,2025-01-10 00:00:00,False
po_00255,cr_0005,Bonus Content #255,file,patron_only,ti_00011,2025-02-01 00:00:00,False
po_00256,cr_0005,WIP Preview #256,image,patron_only,ti_00012,2025-02-19 00:00:00,False
po_00257,cr_0005,Thoughts on #257,article,patron_only,ti_00010,2025-02-04 00:00:00,False
po_00258,cr_0005,Project Files #258,file,patron_only,ti_00011,2025-02-17 00:00:00,False
po_00259,cr_0005,WIP Preview #259,image,patron_only,ti_00012,2025-03-13 00:00:00,False
po_00260,cr_0005,Thoughts on #260,article,patron_only,ti_00010,2025-03-15 00:00:00,False
po_00261,cr_0005,Resource Pack #261,file,public,,2025-03-09 00:00:00,False
po_00262,cr_0005,Exclusive Sketch #262,image,patron_only,ti_00010,2025-04-19 00:00:00,False
po_00263,cr_0005,New Article #263,article,patron_only,ti_00010,2025-04-17 00:00:00,False
po_00264,cr_0005,WIP Preview #264,image,patron_only,ti_00010,2025-04-06 00:00:00,False
po_00265,cr_0005,Resource Pack #265,file,patron_only,ti_00012,2025-04-17 00:00:00,False
po_00266,cr_0005,Project Files #266,file,patron_only,ti_00012,2025-04-08 00:00:00,False
po_00267,cr_0005,Resource Pack #267,file,public,,2025-04-27 00:00:00,False
po_00268,cr_0005,Exclusive Sketch #268,image,patron_only,ti_00010,2025-04-03 00:00:00,False
po_00269,cr_0005,Weekly Newsletter #269,article,patron_only,ti_00011,2025-04-24 00:00:00,False
po_00270,cr_0005,New Artwork #270,image,patron_only,ti_00010,2025-05-11 00:00:00,False
po_00271,cr_0005,Bonus Content #271,file,patron_only,ti_00010,2025-05-28 00:00:00,False
po_00272,cr_0005,Project Files #272,file,patron_only,ti_00011,2025-05-10 00:00:00,False
po_00273,cr_0005,Bonus Content #273,file,patron_only,ti_00010,2025-06-20 00:00:00,True
po_00274,cr_0005,Thoughts on #274,article,patron_only,ti_00010,2025-06-24 00:00:00,False
po_00275,cr_0005,Template Download #275,file,patron_only,ti_00011,2025-06-17 00:00:00,False
po_00276,cr_0005,New Artwork #276,image,patron_only,ti_00010,2025-06-09 00:00:00,False
po_00277,cr_0005,Thoughts on #277,article,patron_only,ti_00010,2025-07-13 00:00:00,True
po_00278,cr_0005,Exclusive Sketch #278,image,patron_only,ti_00011,2025-07-20 00:00:00,False
po_00279,cr_0005,Template Download #279,file,public,,2025-08-25 00:00:00,False
po_00280,cr_0005,Final Piece #280,image,patron_only,ti_00010,2025-08-05 00:00:00,False
po_00281,cr_0005,Template Download #281,file,patron_only,ti_00011,2025-08-22 00:00:00,False
po_00282,cr_0005,New Article #282,article,patron_only,ti_00010,2025-08-16 00:00:00,False
po_00283,cr_0005,New Artwork #283,image,patron_only,ti_00012,2025-08-17 00:00:00,False
po_00284,cr_0005,Project Files #284,file,patron_only,ti_00011,2025-09-28 00:00:00,False
po_00285,cr_0005,Resource Pack #285,file,patron_only,ti_00010,2025-09-04 00:00:00,False
po_00286,cr_0005,Project Files #286,file,patron_only,ti_00010,2025-09-22 00:00:00,False
po_00287,cr_0005,Resource Pack #287,file,patron_only,ti_00011,2025-09-05 00:00:00,False
po_00288,cr_0005,WIP Preview #288,image,public,,2025-10-09 00:00:00,False
po_00289,cr_0005,Resource Pack #289,file,patron_only,ti_00010,2025-10-18 00:00:00,False
po_00290,cr_0005,Resource Pack #290,file,patron_only,ti_00011,2025-10-24 00:00:00,False
po_00291,cr_0005,Final Piece #291,image,public,,2025-10-06 00:00:00,False
po_00292,cr_0005,Bonus Content #292,file,patron_only,ti_00010,2025-11-02 00:00:00,False
po_00293,cr_0005,Template Download #293,file,public,,2025-11-12 00:00:00,False
po_00294,cr_0005,Update Post #294,article,patron_only,ti_00011,2025-11-20 00:00:00,False
po_00295,cr_0005,Bonus Content #295,file,patron_only,ti_00012,2025-11-19 00:00:00,False
po_00296,cr_0005,WIP Preview #296,image,public,,2025-12-19 00:00:00,False
po_00297,cr_0005,Thoughts on #297,article,patron_only,ti_00010,2025-12-08 00:00:00,False
po_00298,cr_0005,Weekly Newsletter #298,article,patron_only,ti_00010,2025-12-03 00:00:00,False
po_00299,cr_0005,Weekly Newsletter #299,article,patron_only,ti_00011,2025-12-28 00:00:00,False
po_00300,cr_0006,New Article #300,article,patron_only,ti_00013,2024-01-07 00:00:00,False
po_00301,cr_0006,New Tutorial #301,video,patron_only,ti_00014,2024-02-04 00:00:00,False
